Author,Timestamp,Likes,Total_Replies,Comment_Content
@DonMazorkon100,12:18,1,0,Wed oct 12:18 pm america the great still the great
@jackstewart6653,12:17,1,0,"Earthdate: 2024 10 30. Time: 12:17 EDT. Nbr of views: 40, 189,484. FORTY MILLION PLUS VIEWS!!!! AWESOME!!!!!!!!!!!!!"
@Kilo_Charlie626,50:13,0,0,What does Trump mean by regulation cuts? 50:13
@roytheboy3958,2:15:29,0,0,2:15:29
@hamcheesetklme,32:22,0,0,32:22 joe just shat on trumps joke dog🤣
@StopToSmellFlowers,45:30,2,0,45:30 I'm laughing my ass off on how Joe called out the Weave of Trump hahahahah. This interview is great. We really get to see Trump in a comfortable setting just talking about all kinds of things. Finally he gets a bit of slack and can just conversate freely. Joe did great in balancing the leading of the conversation/letting Trump talk 👌
@pinetorch,2:47:14,0,0,"Truth, you can’t handle the Truth: Jack https://youtu.be/zWpn3xFw2gU?si=QJWjv6t29FgAbxwI 2:47:14"
@kaleno9088,28:54,0,0,28:54 I was not ready for that one 💀😭🤣but he ain’t wrong pick a damn side
@kingb3746,1:36:11,0,0,1:36:11. 😂😂
@jhwil90,1:43:11,0,0,MS13 1:43:11 MS13 was founded in California.
@rodriguezkevin123,1:57:25,0,0,1:57:25
@jetttinlin,19:00,0,0,"19:00 ""you never wanna pick a buisness guy because he hasnt been vetted like a politician"" is exactly why this bozo shouldnt be re elected"
@jetttinlin,12:00,0,0,"12:00 ""we defeated isis in record time"" is that why theyre still around and controlling parts of land?"
@jetttinlin,11:23,0,1,11:23 no they did not want robert e lee this guy is a capper
@jeffreyanderson3668,26:45,7,0,I don’t do what is popular…I do what’s right 26:45 I love it. Man of honor Praying psalm 91
@chrisp6013,2:34:49,0,0,Cloe Abram did a video that brilliantly explains why voting online is so difficult 2:34:49
@SenorDadBod,1:55:29,0,0,Mighty Mouse is the GOAT for sure 1:55:29
@desoIate,1:53:44,3,0,1:53:44 trump was ready to tell jamie to pull that shit up lmao
@Hoboko1234,34:15,0,0,34:15 TRUTH!!!!! She should have been called out for claiming we have no troops in active war zones.
@ruvindadabarera6426,2:20:52,0,1,I don't know if yall caught it but Trump basically called all dictators gay @2:20:52 lmao
@DJSCREW4LIFE,1:30:00,0,0,1:30:00
@JesusMottah,54:44,0,0,54:44
@muhammadahwar3023,01:17:58,0,0,"01:17:58, ""I don't know one person, in my whole life that ever got called by a poles"": Donal Trump. :-)"
@JoseHernandez-gr3ft,1:00:00,0,0,1:00:00
@JesusMottah,48:37,0,0,48:37
@Eidenbites,1:33:08,0,0,1:33:08 even joe was like tf
@lukesawtelle9083,2:40:01,0,0,2:40:01 what does he mean by this trans op thing
@alexcarpenter7444,1:36:08,0,0,1:36:08 is gold
@abanabbas5157,1:30:25,0,0,1:30:25
@KarlGeyerAsmr,1:13:37,0,0,1:13:37 Best moment
@MarilynChantilly,8:22,5,1,"Trump got shot in his right ear. In the Bible, the concept of blood on the right ear in Leviticus 8:22 and 14:28 serves as a visible mark of consecration, signifying that the person is dedicated to God’s service and has been set apart for a specific purpose. This act represents a physical and spiritual transformation, preparing the individual for their sacred role. The right ear represents hearing and obedience. In ancient times, the right ear was considered the most important ear, as it was the ear that heard the Word of God."
@ThatOneguy003,2:45:20,0,0,2:45:20😂😂😂😂😂😂joe was like a fish on a hook
@shannonandsheila1403,2:13:27,1,0,2:13:27
@1outa5,1:59:30,1,0,1:59:30 90% for the speaker rule
@BabySharkeee,2:19:00,0,0,"How about that Hunter laptop? Russia, Russia, Russia - lies from the fake news media (right arm of the DNC). 2:19:00"
@NilsLaVinci,1:39:13,2,0,"1:39:13 little rocket man you're gonna burn in hell 😂😂, with this man as a president I'm not scared of anything, he is simply the best."
@robbyers7614,2:31:00,1,0,At 2:31:00 They talk about the election fraud. I believe in my heart the reason why the judges and legal people did nothing about it was they may have been threatened by the deep state that if they didn't go along with it one of their family members or they themselves would be killed or taken out for good. This is just my theory. I do not condone violence nor is this a threat....this is just my free speech on how I feel the fraud was rampant.
@chodagreat7876,1:36:20,0,0,1:36:20
@BFF-Bootcamp-Belleville-NJ,10:15,1,0,10:15 Trump was talking about Israel Adesanya losing to to ALex Pereira...how did Joe not know that?
@PoyGabo,2:49,0,0,2:49 UFO’s
@thelonewrangler1008,43:55,2,0,43:55 This is my favorite Trump moment so far🚀😂
@jamesschmidlin789,2:58:39,0,0,2:58:39 *GREAT JOB Y'ALL*
@hopeforthefuture8680,2:56:26,0,0,2:56:26 yes shop thrift only except underwear . Hate Christmas at Wally all those Chinese suffering and making crap for us. LAT has a great pod broadcast about an actual woman who assembled tree lights.
@jamesschmidlin789,2:43:18,1,0,2:43:18 *WHAT'S THE PROBLEM WITH RELEASING THE FILES? THE PEOPLE DESERVE TO KNOW*
@Itscomplicatedaf24,1:14:30,0,0,"1:14:30 These kinds of statements are why people hate America in general. The self entitlement and self centered Pov of average American is dangerous for the world. There literally world exist outside America and Europe, saying India was given Nuclear and it's dangerous is pure stupid. India has never threatened anyone of nuclear was unlike Pakistan, North Korea, Iran and America. It's simply stupid, superiority complex of these rich guys are insane. I like Joe, been a fan of his commentary but nah he don't know shit about geo politics, he's just An American who only knows about American history nothing else. India needed Nuclear weapon to protect itself from alliance of Pakistan and America, yeah the same America who openly supported Pakistan and wanted to fragment India in the past. No wonder they got all the fuck*rs in the elections including Kamala, Trump etc. They're all stupid"
@ChiefHalif,35:12,0,0,"Joe’s take on the police issue was hard to swallow. He said there’s always ""just one bad apple,"" like that makes it okay. ""Sure, maybe it’s just one bad apple in the suburban neighborhoods where they live where officers are their friends and neighbors. But in lower-class urban communities, it’s like they send all the bad apples to patrol us, and most of them show up ready to go to war, fueled by hatred."" “You want to talk about PTSD? I was ten years old, walking home from the library, listening to my Walkman with my wrestling bookbag on, when out of nowhere, I’m slammed to the ground, guns in my face, because I supposedly ‘fit the description.’ I was a skinny little kid barely 40 pounds, & they were looking for a 200-pound grown man. They found the real suspect just a few blocks away. Anyone could see I was just a kid. How does that make sense? ""And it’s not just one time. Almost every time I’ve been stopped by law enforcement, they claim I ‘fit the description’ of someone I look nothing like. And then there’s Donald, saying cops aren’t allowed to pull their guns during routine traffic stops or regular stops, like that’s a rule anyone’s following. Because in urban communities, they do it almost every time. Something’s not right either they’re not being trained properly, or they’re not mentally stable for the job. It's terrifying, and the average person of color goes through this BS at a young age just like i did Tell me how we’re supposed to feel safe when this is our reality."" 35:12"
@DrukMax,1:11:44,1,0,"1:11:44 C'mon Trump you know the whale can't eat enough because the ice is melting to fast in that feeding place with a Russian name Chirikov. Science has proven that the main food source for humpbacks has diminished because of global warming... How can you say using more fossil fuels isn't a problem. The average US-citizen already uses 3,5 times more energy then any other!"
@Alex_von_O,01:09,0,0,😂😂 01:09 Regarding windmills: What the hell are they talking about? Stupid idiots. They know nothing! NOTHING! Unbelievable. They are talking nonsense.
@Zipcut1,30:00,1,0,30:00 that's the enemy within
@immaculatelation,1:12:00,0,0,1:12:00 - small modular reactors
@racerk99,1:11,2,0,"1:11, the whales! The whales. Windmills vibration and constant resignation is interfering with their echolocation. The whales are most likely drawn to them for an unknown reason and dying, dying!"
@xFazeGoonx,1:39:14,0,0,1:39:14 Is great
@daltizer,00:26,82,9,TIMESTAMPS 00:26 - The View 04:30 - Transitioning to Presidency 09:16 - Surreal Moments in Office 13:01 - The Weight of Governance 19:39 - Appointing the Right People 24:54 - Media and Political Dynamics 30:45 - Election Interference 36:30 - The Challenges Facing Law Enforcement 39:08 - Environmental Policies and Influences 59:12 - Cleaning Up America's Cities 01:01:07 - Water Flow Issues 01:06:27 - Nuclear Power Insights 01:09:42 - Concerns About Windmills 01:20:55 - The Impact of Election Results 01:31:45 - Military Strategy and ISIS 01:40:26 - Internal Threats to the Nation 01:45:44 - The UFC and Fighting Culture 01:59:55 - RFK Jr. and Health Concerns (MAHA) 02:23:08 - The Need for Fair Debates 02:41:27 - The Impact of Voter ID Laws 02:44:26 - Opening the JFK Files 02:49:15 - UFOs and Military Encounters 02:57:48 - Conclusion and Future Talks
@powerswearingfluids,1:11,0,0,Of which previous guests would have fitted in this scene the best as a second guest when Trump said at 1:11 that he wants to be a whale psychiatrist if suddenly he/she would have accidentally teleported into this room in the quest to interrupt with all the secret service in coma.
@alep5158,12:24,1,1,"""I went into debate with 18 people, including me"" 😂😂 my god he is so senile just let him be in a home and rest 12:24"
@alep5158,10:28,0,0,"""I don't know who you're talking about"" ""I will figure it out"" 😂😂😂what??? 10:28"
@RickTai,11:00,0,1,I found this podcast easily… Trump rambling on….. I’m out….. JR doesn’t know what Trump is talking about…… 11:00 ish
@Kai-k4e,1:17:00,3,0,"1:17:00 ""I'd go to a place and I'd have 30-40,000 people, Hiliary would go they had 500 people"" 7 seconds later 1:17:07 ""I had 40,000 people she had 200 people"" Legendary lol"
@gussygrom8047,1:31:12,0,0,1:31:12
@puttys122,24:15,0,0,24:15 😂😂😂 we’re definitely in the simulation
@peterglover1271,1:42:46,0,0,1:42:46 Exactly what is happening in the U.K.
@Whiskey61,4:27,5,1,"39,695,443 views at 4:27 am Eastern Oct 30th."
@andyk6792,2:04:55,0,0,"2:04:55 The *abrupt* ""How are you so healthy? Is is golf??"" made me LOL"
@blondiex315,1:40:58,2,0,@1:40:58 we have to protect our daughters VOTE TRUMP 2024
@dannyclaire4210,2:30,4,0,"39,637,596 views and the counter stops ..it is currently 2:30 am central time october 30th....lets see if it moves!"
@WorldwideRevolution,12:16,4,0,"Weird it’s was 39,633,000 at 12:16 am and 3 hours later it is at 39,632,000. How does that happen exactly YouTube?"
@aryanz66,2:29:50,0,0,2:29:50 Joe should ask that from Jonathan Pagaeu
@aivpodnikani,00:07,1,0,"Tracklist! 00:07 Discussion about Donald Trump's favorable portrayal on The View and his subsequent rise in the polls. 02:24 Donald Trump considered running for president after successful seasons of The Apprentice. 06:23 Visiting the White House and Lincoln Bedroom experience 08:37 Discussion on the origins of the Gettysburg Address and the emotional struggles of Abraham Lincoln 12:55 Facing challenges and appointments as President. 15:02 Transition from New York to Washington 18:52 Picking outside politicians can be risky 20:33 Reflecting on mistakes made during his presidency 24:13 Trump's unscripted approach made him popular 25:56 Being President is a dangerous job 29:21 Discussion on the credibility of traditional media and rise of independent media 31:03 Deceptive editing practices in media 34:28 Crime statistics manipulation and impact of defunding the police 36:09 Police job is extremely dangerous and challenging. 39:27 Proposing 100-200% tariffs on cars to protect US auto industry 41:11 Discussion on replacing income taxes with tariffs 44:57 Importance of Starlink internet for rural areas 46:38 Criticism on tax cuts and tariffs impact on deficit 50:30 Trump discusses the impact of COVID-19 on the economy 52:27 Environmental concerns used to prevent oil production 56:04 Environmental impact studies are a major challenge for building projects 57:56 Discussed impact of air quality on global scale 1:01:35 California used to have a massive lake which was drained into the Pacific. 1:03:15 Importance of forest maintenance for preventing wildfires 1:06:37 Nuclear power is a clean and safe form of electricity 1:08:19 China dominating electric car market, impacting US oil industry 1:11:43 Environmentalists ignore environmental issues with windmills 1:13:25 Nuclear proliferation is a major concern 1:16:59 Challenges with pollsters and theory on polling accuracy 1:18:48 Discussion on election interference and denial of election results 1:22:13 Election fraud is a forbidden topic. 1:24:03 Need for testing competence of political leaders under pressure 1:27:32 Criticism on handling of Afghanistan withdrawal and leaving behind equipment 1:29:23 Trump emphasizes the importance of leaving Afghanistan strategically 1:33:03 Donald Trump highlights the lack of lights on Air Force One cockpit 1:34:56 Donald Trump shares a story about a daring plane landing in the dark desert. 1:38:43 Trump's unique approach to North Korea issue 1:40:26 Highlighting the problem of criminals entering the country 1:44:13 Discussion on illegal migrants and Dana White 1:45:58 Discussing the roots of the UFC and his involvement 1:49:09 Boxing may see resurgence with controversial fights and Saudi Arabia backing. 1:50:46 Impact of weight cutting on boxing and fighter safety 1:54:08 Discussion on top MMA fighters and judging them at their peak 1:55:38 Injuries impacting champion's performance 1:59:05 Discussion on RFK Jr's involvement in the Administration and potential concerns about his views on oil and gas. 2:00:45 Discussion on pharmaceutical drugs and their negative consequences. 2:04:15 Addressing food accessibility and health in low-income areas. 2:05:59 Golf and tennis as a way to clean the mind and the aspect of competition 2:09:27 Trump discusses challenges with press coverage and nomination process 2:11:14 Internet is providing alternative information to people. 2:14:50 Trump claims to have saved Hillary from going to jail 2:16:44 Claims of election fraud in 2020 2:20:38 Importance of fair elections, borders and a free press. 2:22:14 Debate format should allow for a conversation without time constraint and no interference. 2:25:42 Discussion about the humor in the debate and comedy at the event. 2:27:16 McDonald's visit and lies about working there 2:30:47 Discussion on election vulnerabilities and potential fraud. 2:32:47 Concern about the integrity of the election process and calls for fair elections 2:36:25 Voter ID is crucial for fair elections 2:38:15 Donald Trump questions the idea of men playing women's sports and open borders 2:41:42 Discussing the importance of voter IDs and legal ballots. 2:43:38 Plans to open up sealed files 2:47:16 Discussion on Mars and UFO sightings 2:48:55 Discussion on military technology and government decisions 2:52:31 Effective use of tariffs in international relations 2:54:26 Concerns about the consequences if she becomes president 2:57:51 Donald Trump preparing for a speech"
@mbahareth,2:53:13,1,0,2:53:13 Champion
@CharliJ83,1:50:33,0,0,1:50:33 great convo all around …loved the Boxing vs UFC …love how Trump started interviewing Joe!! Trump can discuss everything without Kamala bashing 😎🤷🏽‍♀️😂
@dennisbean8328,59:26,0,0,(59:26/2:58:49)At the age of eight I was homeless in LA. In 1984 when the Summer Olympics came to town. And they will do it again! They do it by shutting down all the shelters within the city. Forcing the homeless to seek shelter and aid on the outskirts of the city. Which are not as available and spread out over vast distances. And they never had the capacity or availability to handle the mass volume of homeless people that fall at their doorstep true story.
@DominioGeekdaMansao,2:46:15,2,0,2:46:15 👽👽👽👽👽
@christiansmakingmusic777,58:05,0,0,58:05 Ken Hamm would debate whether air has been flowing for a million years.
@idesignfly4774,10:46,3,0,"October 29, 2024 at 10:46 PM PDT 39,790,629 views, 1.9M likes, 491,332 Comment time stamp"
@Dareing123,12:46,10,3,Just had a baby 7 days and watching this 12:46 am with being sleep deprived. Worth it! Trump 2024!!
@CalSiravo,1:17:55,0,0,"1:17:55 I do the surveys for money which is where i suspect most of the poll results come from. But from my experience, if you answer that you voted for Trump or plan to, the survey doesnt pay you. You can answer i dont know for all of them and still get paid tho. Its bullshit."
@engyfh2185,1:26,0,1,1:26:51he doesn't respect Biden at all. That statement is so true.
@abelvazquez322,14:51,0,0,14:51 jor Rogan realizing this foo not in controll
@badmatt4227,2:17:00,0,1,"2:17:00 Crooked election. Explain the office that pulled out crates of ballots and all them were for one candidate, Biden. Explain the U-Haul truck showing up in the middle of the night and all the votes were for one candidate, Biden. GA claimed a broken water pipe to give them time to manipulate their outcome and no contractor invoice to prove that. Let’s not forget of workers saying ballots were stacks of photocopies. And the number one piece of evidence the 2020 election was rigged. Based purely on psychology, democrats vote early, republicans vote late, and you are trying to tell me this one election democrats waited until late on election day to vote, BS. I want to vote in person and given a receipt proving my vote was counted for the person I voted for."
@samvimes9510,1:39:03,14,0,"1:39:03 _""I have a red button on my desk""_ _""I have a red button also, but mine's bigger than yours and mine works.""_ Nearly spat my drink out laughing, that was savage"
@Ag3nt_X,24:13,1,0,24:13 bingo
@smh8924,1:07:38,0,0,1:07:38 hopefully elon scratched his ears there
@austinsoutdooradventuresan2338,4:38,4,0,4:38 I didn’t like trump and definitely was not a supporter. But I actually sat down and did my research and it blew me away. Trump 2024!!!!!
@0xDEAD10CC-X,1:55:16,0,0,"1:55:16 - Hahahaha, Tony Ferguson for SURE"
@Justin_Case702,2:02:20,6,1,2:02:20😂😂 Trump telling Joe “we don’t like baldness”
@SUNSET0902,2:15:25,2,0,I AM WEAKKK!!!!! 2:15:25
@jotheorange,40:45,0,0,40:45 they’re just going to wait another 4 years then they’ll get to do whatever they want
@InspectahPatio,39:40,0,0,"39:40 ""but ummm, no, we have a lot of good issues"". :'D lmao. I can only hear Shane."
@LaPalabra369,38:12,0,1,"Joe Rogan saying he thinks we should give the police more money.. 38:12 No We shouldn't Joe, Get your head together and remember what's best for everyone.. Love.. we can police each other and work together, we can solve the biggest problems together, we just don't know exactly how to come together.. I'm Talking World Peace, Insisting on paving the way for other countries to put down all arms, and stop inprisioning our people, some of the best humans are the ones in our prison systems. The main point is we do this all for God, what's best for mother nature and our future. We have faith that can move mountains, Our God, is the King Of Kings. Our Creator. Mothe nature.. Love....... LOVE........"
@sbkarajan,1:26:25,0,15,"1:26:25 28 bombers? China got probably million missiles, including hypersonic missiles US does not have. If there is a war, China will end us."
@DAm0n.,1:10:59,0,0,1:10:59 New Jersey mentioned🥰
@robbyers7614,2:15:00,0,0,"Trump mentions hillary at 2:15:00 the wife of a president imagine if she would have gone to jail? billy's elections were frauded too both times, so she really was never the first lady."
@JJ-qp6jw,44:00,1,0,Watching from Canada 🇨🇦 44:00 Go Trump. Please save America and then Canada may actually follow suit and get Turdeau 💩 out of office.
@robbyers7614,2:09:00,1,0,"He talks about the crowds and 2:09:00 When I was at the second rally in Butler Pennsylvania ( I went to Both), He said this stadium is packed which is so funny because it's a farm show and it's outside but there was so many damn people He thought he was in a stadium. LMAO"
@yeeticus_maximus9616,2:05:40,0,0,2:05:40 the image of trump running on a treadmill is hilarious to me
@anthonygarcia2281,2:02:28,0,0,2:02:28 trump: “we dont like baldness” Joe: 🥴
@Reticuli,2:45:12,9,0,"2:45:12 Interesting how Trump says he was told a lot as president with an unmistakable facial expression of disturbing burden, gives the stipulation he won't get into what that was but could morally be justified after all the Hunter Biden laptop nonsense, and then moves on to what he's heard since getting out when simply talking to fighter pilots. He's got a better sense of negotiating how to talk on classified subjects than I expected. Quite sophisticated."
@sydneyk4326,39:02,5,1,"JR: “The wildest [Kamala policy] is this idea of giving free sex change… to illegal immigrants” DJT: “That’s right - in detention!” JR: “That is… the wildest thing, like is that the biggest problem you have? You just walked here from Guatemala, and you need to become a girl?” Lol! 39:02"
@santoshvjadhav,1:14:38,1,3,1:14:38 : as an Indian I am offended when you says that's the problem. India is more responsible when we say about nuclear power and weaponizing them. More accountable than any other country.
@twilightprepper1911,17:05,1,1,"17:05 Well, it doesn’t need to be a two party system because only way to make sure that Rome and the World War II reconstruction continues is that we have a three party system and it doesn’t fall into the Frontus lesions that are unarmed skilled political infiltrators"
@tuta123seb,2:48:00,3,0,Can anybody give me info on how to find the video evidence about the UFO that Joe is talking about around 2:48:00? Greatly appreciated
@CUWHIP97,1:11:33,2,0,1:11:33 BEST PART!! XD
@afatuaolo6468,1:25:46,4,0,"Trump be on here talking like Batman! ""Valdimir you're not goin in"" 😂 (1:25:46)"
@Daily_Dose_of_Dank,1:33:10,6,0,"1:33:10 ""They are better looking than Tom Cruise and they are even taller"""
@scottlawson1800,2:10:58,6,0,"on my 2nd watch through and that last hour is gold. The 70 second back and forth after 2:10:58 articulates the situation in the west perfectly, not just in America."
@gregorywebb7283,2:43:08,0,0,2:43:08 Mike Pompeo is not a good person lol
@sheldonchasky9060,0:55,1,0,That was Absolutely Amazing! So very good! 💕❤️ 0:55
@badmatt4227,57:00,1,0,"57:00 before we clean the oceans we need to teach these other countries about waste management. 1:15:30 polls are contrived, the question I was ask were rigged for a specific outcome. All polls are left of reality"
@ricardotrinidad5030,1:33,0,3,Have zero respect for either on of these guys. W 1:33 wind turbinds and whales ? Wtf?
@Pikachu_Pot_Pie,35:47,1,0,35:47 yeahhh... I have had my car broken into 6 times.. 4 times the window was smashed the other 2 I left it unlocked and it was rummaged through. I haven't reported the last 4 break ins because the last time I spoke to a cop he just lectured me on who to vote for. I live in Minneapolis.
@charles.manson.is.innocent,53:18,0,0,"53:18 best Trump interview, ever. His intellect is really coming out. Mr. Wester, my 8th grade teacher (the most American imaginable individual) Told the class. We have all the resources. But don't want our country to look like what it looks. When you extract those resources. #KeepAmericabeautiful"
@investbo,58:55,0,0,"58:55 - Joe: ""(Newsom and CA) How about you just keep your F-ing house clean!"""
@investbo,58:45,2,0,"58:45 - Trump: ""He (Newsom) cleaned it (CA) up, then it became a pigsty in again..."""
@isz003,1:14,1,0,1:14 I think if trump wins he would have a great opportunity for nuclear development if he works with Argentina. He has a good relationship with Milei and also argentina has some of the top nuclear scientist and plant designers (particularly small plants).
@panique365,1:58:52,2,0,1:58:52 Trump getting his mind blown by Jamie’s quick skills
@SwaaallaGE,43:00,0,0,43:00 Trump describing the booster catch
@anonymousakaanonymous9001,1:33:58,0,3,"1:33:58 I don’t understand how people take him seriously when he does stuff like this the entire interview. He just uses anecdotes of random stuff he’s experienced, no real data nothing"
@Schizo_unchained,2:02:17,2,2,2:02:17 this is not true. Here in Germany we have TV ads for pharma and medical drugs too
@mathiasbarreto9633,59:55,0,0,That laugh at 59:55
@DiamondDomers,2:34:39,0,0,2:34:39
@bettermantoday3878,4:00,0,0,He can’t make it pass 4:00 !! 😮😂😅
@jbuchonis,1:06:45,0,0,"You were talking bout the nuclear power around 1:06:45 and what is to stop our future terrorists that have been already introduced to our soil from harming long America . I know everything comes with the cost, but that is a big cost to the real Americans sense so many have slipped through."
@WatermelonForlife-tw8ht,2:45:12,1,0,2:45:12 because you can't prosecute the guilty when they're dead!
@blancaash8807,55:20,1,1,ABSOLUTELY! @55:20 TRUMP come to Southern California and mitigate the removal of Joshua Trees. We have so much VACANT land that we can't do anything with because they are endangered. We are suffering with a Homeless crisis and JOB crisis but they are protecting the Joshua Trees from removal. It's Crazy!! We NEED to start building and developing.
@jacobdavison3262,10:50,1,0,I wonder if the fight he is referring to at 10:50 is Leon Edwards
@thebravelittletoaster1415,10:00,0,0,10:00
@xesentertainment,41:00,0,0,41:00 just be careful not to over tariff because if you go back in history you will know what I'm talking about
@chronosone,1:24:15,1,0,"1:24:15 Kamala in her late 40's. Wrong, She is sixty, but she looks good for 60."
@wh3resmycar,11:35,0,0,"11:35 Daesh proliferated in Obama's term, Trump did destroy them."
@modernNeanderthal800,15:24,1,0,Trump answers the first question at 15:24
@foxhound5985,2:45:15,0,0,2:45:15 UFO secret files talk for anyone interested.
@jamesschmidlin789,2:31:52,2,0,2:31:52 *THE JUDGES DIDN'T HAVE THE GUTS*
@Exiled_Echoez,58:47,2,0,@58:47 the air would be cleaner in china if we used what we have here in the states instead of buying everything from them. Including our nations flag.
@thebadlander3608,1:50:00,1,0,1:50:00
@anmaralhrby9817,2:06:47,0,0,2:06:47
@anmaralhrby9817,2:05:13,0,0,2:05:13
@jhostintola3092,2:18:40,1,0,2:18:40
@Gary_Hun,2:20:40,0,0,2:20:40 - Horrible threat to democracy and Hitler??? Better late than never i guess.
@arpinideagitech4843,1:56:00,9,0,he actually asks Joe a great question around 1:56:00 about leg kicks haha
@RR-HISTXRY,1:38:05,0,0,what did he mean with: 'Israel is gone but forget'. ? 1:38:05
@jbstevens96,2:26,1,0,"Interesting comment at 2:26, Trump say 'causes baldness, and we don't like baldness'."
@JC-rm6pm,1:47:00,1,0,1:47:00 Trump talking about UFC for over 10 minutes was so bizarre
@johnkubek4246,2:55:00,0,0,"2:55:00 I will be voting for Trump, but from what I understand we can’t build iPhones in America for a couple of reasons, we don’t have the skills for production at the moment and even if we did we still couldn’t be build them for less cost than China can build and ship them here."
@DeondresGuitarHouse,1:25:45,0,0,"1:25:45 ""Vladimir you're not goin in"""
@ryanburleson2797,10:13,0,0,Has to be one of the best podcasts we have witnessed in our lifetime. God bless everyone. I pray for provision and protection from God Almighty. “Everyone who calls on the name of the Lord will be saved” - Romans 10:13. ❤💕
@thebravelittletoaster1415,1:13:00,0,0,1:13:00
@Water-Kid,27:09,0,0,27:09 hasbulla
@czarmax,1:21:17,0,0,1:21:17
@quarantainment293,1:46:00,0,0,1:46:00 Trump played Rogan big time and escaped the immigration bill question.
@almightydnzl3421,12:21,0,0,He's talking about Israel adesanya losing his belt and getting psyched out leading to more loses now he's not fighting 😬 shake back adesanya 12:21
@quarantainment293,1:46:00,0,0,1:46:00 very important topic to go on weave/tangent about.
@skooma_beats,1:59:00,2,0,1:59:00 trump got that chart from patrick bet david on his podcast that's awesome lol
@aazzrwadrf,1:10:50,0,0,1:10:50 windmill aren't pollution lol..
@alexanderyousif6806,2:35:00,2,0,~2:35:00 It's very very clear: Democrats wanted open borders and do not require voter ID because they need the votes! There's no other logical reason.
@auntiemsplace,1:24,0,0,"@1:24 seems that Joe is defending Kamala’s lack of cognitive ability to do the job she’s campaigning for. We, the people, can’t afford her mistakes and shouldn’t have to tolerate it! Like Trump said, you either have it or you DON’T!"
@N_E_Patriots_The_G.O.A.T_420,11:17,0,0,"11:17 there he goes, praising the general of the south, which went to war with America all because they wanted to keep slaves. This is the guy who praises Hitler now he’s praising Robert E Lee, the top general of the union army who started a Civil War with the United States of America over whether slavery should be legal"
@stephenshotwell,1:15:30,3,0,"1:15:30 “he made apologies to native Americans. He’s off the reservation, so to speak” 😂 comedic genius"
@dudethatsmycat,1:34:57,0,0,1:34:57
@cerebrix,12:00,0,1,"Adding a comment for all the boomers that can't work smartphones and computers. I went to YouTube, I typed ""JRE experience"" and what do you know? It's the most recent video on the channel. The idea that JRE Stans don't know how to find the JRE YouTube channel is something 12 o clock flashers say. You know, boomers that have 12:00 flashing on everything with a clock in their house. stop being cringe and if you can't work your smartphone, complain to geek squad like all the other boomers."
@kirbyeresman2659,2:02:27,0,1,2:02:27 Joe you are wrong! Canada allows pharmaceutical companies to advertise in national tv! Infact it seems like 90 or more percent of our advertising is pharmaceutical companies.
@truthwinseverytime8805,2:46:00,0,0,@2:46:00 it gets stupid. Talking about space. What a fuggin' farce. I was with the interview up until that point.
@nvmikepk,19:54,0,0,19:54 I'd bet the house that he is talking about the late Harry Reid of NV
@kirbyeresman2659,1:40:54,2,1,1:40:54 the democrats party has become anti American.
@fatima-zahrakajji4821,16:34,2,0,"38,484,192 views, 483,000 comments as of 16:34 EST on Wednesday October 29th, 2024 and counting 🔢"
@danielespinosa7199,25:12,0,0,Talking out of his ass 25:12
@danielespinosa7199,24:54,0,0,Hes a liar. We know 24:54
@danielespinosa7199,22:50,0,0,The air accordion means he's lying 22:50
@dat_man_sam9823,2:30:00,0,0,"I'm 2:30:00 in and there has been absolutely no deep dive on any of his position on anything. Hopefully they get back on track with the election results and why didn't they discuss the tariffs/economy more? edit: They kind of touch on areas that can be tampered with the election but that's about it. Trump does mention that he thinks tariffs will be part of the solution to a lot of problems although doesn't go in great detail. They briefly touch on JFK and aliens but nothing substantial. I got through everything, it was entertaining but idk that anything was really expanded upon that he hasn't talked about in other interviews."
@fireburn1512,1:27:48,1,0,"Trump Said He Asked A Child.....Do you take the Soldiers First Or Last....The Child Said ""You Take Them Out Last Sir"" Even a Child Knows This @1:27:48"
@AlphaPrimarius,1:38,0,1,"I watched and am currently at the 1:38 mark. This isn’t an interview this is trump boasting about everything he did, I’m sorry but this is so far fetched from what Joe usually does. I was hoping to see a good, classic joe rogan interview. Not trump boasting for an hour."
@danielespinosa7199,19:16,0,0,Worst business guy ever 19:16
@danielespinosa7199,18:40,0,0,Nobody wants to work for a traitor 18:40
@kirbyeresman2659,1:35:51,1,0,1:35:51 this is a man who is a true patriot! He puts his country first! Unlike others who are sold out to foreign interests
@chiaram1588,1:59:03,1,0,"1:59:03 it’s also the cost of health and the quality of care. as a us cotizen, we spend so much for mediocre healthcare that doesn’t actually care about"
@danielespinosa7199,14:04,0,0,He doesnt know wtf hes talking about 😅 14:04
@danielespinosa7199,12:49,0,0,Thats why he sucked ass 12:49
@franciscolaurito2264,2:15:05,0,0,"2:15:05 Trump on Joe Rogan: "" I never said lock her up, I said take it easy"" ... also Trump : https://www.youtube.com/watch?v=1ASOqzI7yoA"
@danielespinosa7199,12:03,0,0,Why is he praising a traitor? 😅 12:03
@KeithofRoss,1:50,4,0,I guess the greatest interview in history! Just the section about 1:50 when they are just talking about boxing and UFC - you really get to know Trump as a person. Just two men talking about sports - you just can't get that in a 20 minute interview!
